Country Name,Country Code,Series Name,Series Code,1992 [YR1992],1993 [YR1993],1994 [YR1994],1995 [YR1995],1996 [YR1996],1997 [YR1997],1998 [YR1998],1999 [YR1999],2000 [YR2000],2001 [YR2001],2002 [YR2002],2003 [YR2003],2004 [YR2004],2005 [YR2005],2006 [YR2006],2007 [YR2007],2008 [YR2008],2009 [YR2009],2010 [YR2010],2011 [YR2011],2012 [YR2012],2013 [YR2013],2014 [YR2014],2015 [YR2015],2016 [YR2016],2017 [YR2017],2018 [YR2018],2019 [YR2019],2020 [YR2020],2021 [YR2021],2022 [YR2022],2023 [YR2023],2024 [YR2024],2025 [YR2025]
Czechia,CZE,Energy use (kg of oil equivalent per capita),EG.USE.PCAP.KG.OE,4268.64538718391,4130.59833806784,3986.81722728547,4042.6111862471,4173.39126046219,4210.18489983704,4077.81993207968,3809.01218474787,4021.61848184496,4141.00267465915,4201.38475973945,4387.20916861071,4486.66998957412,4431.36895897075,4519.45697588637,4485.47979116894,4360.02770432797,4077.69663054804,4308.57118358445,4144.39895277279,4109.54462324211,4110.99172821634,3984.15406100189,3982.18836315647,3927.72515918366,4089.51341285553,4081.41868670154,4002.2461173426,3764.47161158552,4056.31700066788,3895.62928915395,3509.34804885656,..,..
Czechia,CZE,"Population, total",SP.POP.TOTL,10319123,10329855,10333587,10327253,10315241,10304131,10294373,10283860,10255063,10216605,10196916,10193998,10197101,10211216,10238905,10298828,10384603,10443936,10474410,10496088,10510785,10514272,10525347,10546059,10566332,10594438,10629928,10671870,10697858,10505772,10672118,10864042,10905028,..
Czechia,CZE,Urban population (% of total population),SP.URB.TOTL.IN.ZS,75.0901441347259,74.9830160311069,74.8537367272699,74.7092872936794,74.5566488007996,74.4028023190951,74.2547289190302,74.1194096710694,74.0038256456769,73.9131752504002,73.8360067578753,73.7649150201353,73.6991647167017,73.6375545423198,73.578883191735,73.5219493596925,73.4655517409377,73.4084890302159,73.3495599222723,73.2878338394746,73.2249239592898,73.1622186934979,73.0995921041469,73.0370442874355,72.9745753395623,72.9121853567256,72.8498744351241,72.7876426709563,72.7254901604208,72.6810594374316,72.6967638379524,72.7352388396817,72.7947984592185,..
Denmark,DNK,"GDP per capita, PPP (constant 2021 international $)",NY.GDP.PCAP.PP.KD,47540.9254822308,47345.4134295964,49684.138577862,50927.5478357083,52106.5619034914,53534.6146433982,54581.4122543301,56015.3553380174,57907.5020603903,58248.553927359,58327.8281608342,58425.9658939096,59893.0929898784,61137.6803582961,63262.7404572232,63604.5626658193,62968.1612290596,59516.5093273659,60190.6346060499,60729.0557255127,60497.6919146995,61085.0312821103,61552.7997775157,62405.7161942122,63823.4502019665,65352.3988081353,66238.705427981,67131.4657009734,65744.4367251959,69715.1809680929,69475.3198650883,69379.22000847,71431.2926242287,..
Denmark,DNK,Carbon dioxide (CO2) emissions (total) excluding LULUCF (Mt CO2e),EN.GHG.CO2.MT.CE.AR5,57.3933,59.7149,63.6949,60.5926,74.0179,64.2514,60.2555,57.2769,53.1494,54.7427,54.2604,59.6907,54.1158,50.6492,58.5998,53.8693,50.6018,48.4089,48.56,43.4849,38.5966,40.3352,36.1972,34.0712,35.6784,33.5457,33.5379,30.0794,27.7879,29.5641,28.4942,26.2104,25.5708,..
Denmark,DNK,Energy use (kg of oil equivalent per capita),EG.USE.PCAP.KG.OE,3562.82145818303,3646.52089759252,3761.11016678955,3707.41092964335,4172.12941575212,3849.84990295516,3773.46075884024,3604.16901055628,3491.17168608231,3586.44822949877,3536.23974586372,3729.38314390985,3598.35312921664,3484.59359006274,3729.69717999863,3626.53224599977,3502.69455323849,3359.26672454922,3498.02225565498,3218.55317400981,3072.08722081193,3075.55142847176,2881.05250715935,2847.9879109495,2891.02688317679,2896.57067618882,2870.41628591658,2757.24986480703,2637.04300572344,2756.12264765988,2580.54319180783,2482.85667093368,..,..
Denmark,DNK,"Population, total",SP.POP.TOTL,5171370,5188628,5206180,5233373,5263074,5284991,5304219,5321799,5339616,5358783,5375931,5390574,5404523,5419432,5437272,5461438,5493621,5523095,5547683,5570572,5591572,5614932,5643475,5683483,5728010,5764980,5793636,5814422,5831404,5856733,5903037,5946952,5976992,..
Denmark,DNK,Urban population (% of total population),SP.URB.TOTL.IN.ZS,84.8829479724314,84.9196035564477,84.960190029235,85.0012191836328,85.0392028124808,85.0706527086185,85.0920806648854,85.0999984741211,85.0999984741211,85.188307882087,85.3000030517578,85.4199981689453,85.7130276911593,86.0059706832865,86.2501288149818,86.4251464366349,86.583137512207,86.7617653139929,86.8652420043945,87.1567653955846,87.2336196899414,87.5436524760432,87.6823985731907,87.7254056577329,87.6999969482422,88.0161943799509,88.1059762310689,88.2096490810669,88.2394485473632,88.2616449318149,88.3880239837703,88.552638542867,88.6960552688405,..
Djibouti,DJI,"GDP per capita, PPP (constant 2021 international $)",NY.GDP.PCAP.PP.KD,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,4469.07409933135,4705.04926772184,4961.8681860592,5226.50026106607,5421.95649149613,5590.50426604853,5809.30455041341,5791.47767679877,5960.10807396825,6180.67998594606,6510.67859061619,6871.12440453129,..
Djibouti,DJI,Carbon dioxide (CO2) emissions (total) excluding LULUCF (Mt CO2e),EN.GHG.CO2.MT.CE.AR5,1.0504,1.0325,1.0572,1.0771,1.1156,1.1176,1.1439,1.1936,0.7336,0.755,0.7829,0.8269,0.7915,0.7541,0.7235,0.7502,0.8069,0.7283,0.8116,0.6271,0.796,0.8754,0.8835,0.8163,0.7455,0.6766,0.7356,0.8336,0.7459,0.8197,0.8668,0.88,0.8947,..
Djibouti,DJI,Energy use (kg of oil equivalent per capita),EG.USE.PCAP.KG.OE,..,..,..,..,..,..,..,..,..,..,..,..,160.992780744779,165.640450589692,167.102144983897,163.51677705002,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
Djibouti,DJI,"Population, total",SP.POP.TOTL,626010,614245,626710,633074,648348,671817,699352,724218,747318,771313,795574,813519,826124,839167,855764,874528,892734,911527,930251,948558,966747,984824,1002717,1020313,1037653,1054841,1071882,1088709,1105188,1121248,1137096,1152944,1168722,..
Djibouti,DJI,Urban population (% of total population),SP.URB.TOTL.IN.ZS,76.0505618940741,75.9104671311523,75.691109845553,75.4038861624412,75.060192206982,74.6714241043403,74.2489779796812,73.8042499581697,73.3486361649708,72.8935327252495,72.4503357641707,72.0304414068997,71.6452457786012,71.3061450044404,71.0245352095823,70.8118125191918,70.6793730584341,70.6383251554484,70.6486554782903,70.6776532458676,70.7266311335377,70.7969331287484,70.8899032189478,71.0068853915837,71.1492236341041,71.318261933957,71.5153442785902,71.7418146554518,71.9990170519895,72.2882954556515,72.6109938538856,72.8408245988921,72.9052635052978,..
